2025-05-20 18:02:50.060 | WARNING  | nodes.vlm_node:__init__:18 - Starting VLM
2025-05-20 18:08:57.359 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-20 18:09:00.402 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.14s
2025-05-20 18:09:01.339 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-20 18:09:01.358 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-20 18:09:08.759 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 7.42s
2025-05-20 18:09:08.760 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-20 18:09:08.775 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-20 18:09:12.643 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.88s
2025-05-20 18:09:12.644 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-20 18:09:12.660 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-20 18:09:17.795 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 5.15s
2025-05-20 18:09:17.796 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-20 18:09:17.810 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-20 18:09:21.695 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.90s
2025-05-20 18:09:21.696 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-20 18:09:21.712 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-20 18:09:23.872 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.18s
2025-05-20 18:09:23.874 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-20 18:09:23.890 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-20 18:09:25.938 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.06s
2025-05-20 18:09:25.940 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-20 18:09:25.957 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-20 18:09:28.272 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.33s
2025-05-20 18:09:28.273 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-20 18:09:28.291 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-20 18:09:30.641 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.37s
