2025-05-17 17:41:58.152 | WARNING  | nodes.vlm_node:__init__:18 - Starting VLM
2025-05-17 17:43:52.769 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:52.787 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:55.246 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.48s
2025-05-17 17:43:55.248 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:55.262 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:57.856 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.61s
2025-05-17 17:43:57.858 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:57.872 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:59.524 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.67s
2025-05-17 17:44:03.438 | DEBUG    | __main__:_wait_for_agent_turn:98 - ---WAIT FOR AGENT TURN---
2025-05-17 17:44:04.157 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:04.298 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:07.609 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.45s
2025-05-17 17:44:10.745 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:10.875 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:14.135 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.39s
2025-05-17 17:44:14.136 | DEBUG    | nodes.vlm_node:__call__:24 - ---UPDATING COMBAT STATS---
2025-05-17 17:44:14.137 | DEBUG    | nodes.vlm_node:_estimate_number_of_enemies:99 - STAT_UPDATER: Counting enemies
2025-05-17 17:44:14.243 | INFO     | nodes.vlm_node:_estimate_number_of_enemies:137 - STAT UPDATER: Enemies number: 3
2025-05-17 17:44:14.243 | DEBUG    | nodes.vlm_node:_get_enemy_strength:146 - STAT_UPDATER: Getting enemies' strengths and weaknesses
2025-05-17 17:44:15.703 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:15.722 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:20.131 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 4.43s
2025-05-17 17:44:20.132 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:20.146 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:23.131 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.00s
2025-05-17 17:44:23.133 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:23.146 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:26.063 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.93s
2025-05-17 17:44:26.064 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:26.077 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:28.635 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.57s
2025-05-17 17:44:28.636 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:28.654 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:30.436 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.80s
2025-05-17 17:44:30.437 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:30.454 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:32.131 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.69s
2025-05-17 17:44:32.133 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:32.149 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:33.973 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.84s
2025-05-17 17:44:33.974 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:33.994 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:35.812 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.84s
2025-05-17 17:44:35.814 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:35.902 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:39.065 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.25s
2025-05-17 17:44:39.969 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:39.986 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:44.140 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 4.17s
2025-05-17 17:44:44.141 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:44.160 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:46.673 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.53s
2025-05-17 17:44:46.675 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:46.694 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:49.506 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.83s
2025-05-17 17:44:49.507 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:49.525 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:52.034 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.53s
2025-05-17 17:44:52.036 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:52.054 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:53.932 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.90s
2025-05-17 17:44:53.934 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:53.947 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:55.613 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.68s
2025-05-17 17:44:55.614 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:55.629 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:57.435 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.82s
2025-05-17 17:44:57.437 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:57.454 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:44:59.280 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.84s
2025-05-17 17:44:59.281 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:44:59.367 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:02.599 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.32s
2025-05-17 17:45:03.464 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:03.478 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:06.630 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.17s
2025-05-17 17:45:06.632 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:06.645 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:09.167 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.54s
2025-05-17 17:45:09.168 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:09.185 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:12.330 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.16s
2025-05-17 17:45:12.331 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:12.344 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:14.879 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.55s
2025-05-17 17:45:14.880 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:14.896 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:16.579 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.70s
2025-05-17 17:45:16.580 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:16.595 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:18.247 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.67s
2025-05-17 17:45:18.248 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:18.263 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:20.074 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.83s
2025-05-17 17:45:20.075 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:20.093 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:21.906 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.83s
2025-05-17 17:45:21.907 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:21.994 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:25.136 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.23s
2025-05-17 17:45:29.005 | DEBUG    | nodes.vlm_node:_get_enemy_strength:189 - Enemies profiled: profiled_enemies_indices=[2, 4, 1]
2025-05-17 17:45:29.005 | DEBUG    | nodes.vlm_node:_update_active_characters_strengths:411 - STAT_UPDATER: Updating awareness on active characters
2025-05-17 17:45:29.007 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:29.028 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:32.197 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.19s
2025-05-17 17:45:32.198 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:32.214 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:33.231 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.03s
2025-05-17 17:45:33.232 | INFO     | nodes.vlm_node:_update_active_characters_strengths:450 - STAT_UPDATER: Active character ID: 0
2025-05-17 17:45:33.233 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:33.250 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:36.365 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.13s
2025-05-17 17:45:36.366 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:36.380 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:37.401 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.03s
2025-05-17 17:45:37.402 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:37.419 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:40.496 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.09s
2025-05-17 17:45:40.498 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:40.512 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:41.528 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.03s
2025-05-17 17:45:41.530 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:41.544 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:44.866 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.34s
2025-05-17 17:45:44.867 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:45:44.885 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:45:45.966 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.10s
2025-05-17 17:45:45.967 | DEBUG    | nodes.vlm_node:_update_active_characters_strengths:462 - Character stats updated
2025-05-17 17:45:45.968 | WARNING  | nodes.llm_node:__call__:38 - Starting LLM Node
2025-05-17 17:45:55.692 | WARNING  | nodes.llm_node:__call__:45 - LLM Node is ready
2025-05-17 17:45:55.693 | DEBUG    | nodes.llm_node:__call__:50 - ---REASONER IS PLANNING---
2025-05-17 17:45:55.694 | INFO     | nodes.llm_node:__call__:53 - Turn context:
# CHARACTERS STATS
Character 0 has HP 11549 out of 11549, EP 620 out of 620, CP 200 out of 200. Its attack 1141, defense 736, arts strength 701, arts defense 556, initiative 94. 
Character 1 has HP 10138 out of 10138, EP 580 out of 580, CP 200 out of 200. Its attack 1024, defense 684, arts strength 673, arts defense 514, initiative 103. 
Character 2 has HP 8374 out of 8374, EP 900 out of 900, CP 200 out of 200. Its attack 910, defense 588, arts strength 761, arts defense 477, initiative 84. 
Character 3 has HP 12590 out of 12590, EP 590 out of 590, CP 200 out of 200. Its attack 1099, defense 674, arts strength 762, arts defense 527, initiative 105. 

You can give orders to Character 0.

# ENEMIES STATS
Enemy 2 has HP 34681 out of 34681, stun level 0%. Its attack 782, defense 409, arts strength 793, arts defense 344, initiative 148. It is weak to elements: time 120% of arts damage, space 120% of arts damage, mirage 120% of arts damage. It is resistant to elements: mirage 120% of arts damage, mirage 120% of arts damage, mirage 120% of arts damage, mirage 120% of arts damage. It is susceptible to get stat down, fear, delay, mute, blind. This enemy is within reach of basic attack, crafts, and attack arts.
Enemy 4 has HP 9836 out of 9836, stun level 0%. Its attack 79, defense 292, arts strength 654, arts defense 246, initiative 123. It is weak to elements: time 120% of arts damage, space 120% of arts damage, mirage 120% of arts damage. It is resistant to elements: mirage 120% of arts damage, mirage 120% of arts damage, mirage 120% of arts damage, mirage 120% of arts damage. It is susceptible to get stat down, burn, seal, rot, fear, delay, freeze, mute, blind, deathblow. This enemy is out of reach for basic attack, but can be attacked by crafts, and attack arts.
Enemy 1 has HP 9836 out of 9836, stun level 0%. Its attack 79, defense 292, arts strength 654, arts defense 246, initiative 123. It is weak to elements: time 120% of arts damage, space 120% of arts damage, mirage 120% of arts damage. It is resistant to elements: mirage 120% of arts damage, mirage 120% of arts damage, mirage 120% of arts damage, mirage 120% of arts damage. It is susceptible to get stat down, burn, seal, rot, fear, delay, freeze, mute, blind, deathblow. This enemy is within reach of basic attack, crafts, and attack arts.
2025-05-17 17:46:06.631 | INFO     | nodes.llm_node:__call__:61 - Reasoner decision:
content='\n\n' additional_kwargs={'tool_calls': [ChatCompletionMessageToolCall(function=Function(arguments='{"enemy_id":2}', name='action_use_art'), id='H41q3E9d3LcXbcVVPaJTUDuST7idJtG0', type='function')]} response_metadata={'token_usage': Usage(completion_tokens=26, prompt_tokens=1542, total_tokens=1568, completion_tokens_details=None, prompt_tokens_details=None), 'model': 'openai/qwen3-30b-a3b', 'finish_reason': 'tool_calls', 'model_name': 'openai/qwen3-30b-a3b'} id='run--ac5bd51f-4a69-4c52-9bbf-f052507f0e75-0' tool_calls=[{'name': 'action_use_art', 'args': {'enemy_id': 2}, 'id': 'H41q3E9d3LcXbcVVPaJTUDuST7idJtG0', 'type': 'tool_call'}] usage_metadata={'input_tokens': 1542, 'output_tokens': 26, 'total_tokens': 1568}
2025-05-17 17:46:06.637 | DEBUG    | tools.controller:select_target_enemy:89 - TOOL: Attemp to select requested target
2025-05-17 17:46:07.215 | DEBUG    | tools.controller:select_target_enemy:98 - TOOL: Current target_id=4
2025-05-17 17:46:07.519 | DEBUG    | tools.controller:select_target_enemy:106 - TOOL: Next target
2025-05-17 17:46:08.071 | DEBUG    | tools.controller:select_target_enemy:98 - TOOL: Current target_id=1
2025-05-17 17:46:08.375 | DEBUG    | tools.controller:select_target_enemy:106 - TOOL: Next target
2025-05-17 17:46:08.965 | DEBUG    | tools.controller:select_target_enemy:98 - TOOL: Current target_id=2
2025-05-17 17:46:08.965 | DEBUG    | tools.controller:select_target_enemy:102 - TOOL: Found requested target! target_id=2 == enemy_id=2
2025-05-17 17:46:08.965 | DEBUG    | tools.controller:action_use_art:176 - TOOL: Using art
2025-05-17 17:46:10.572 | DEBUG    | __main__:_forget_turn_reasoning:120 - ---FORGET TURN REASONING---
2025-05-17 17:46:10.573 | DEBUG    | __main__:_is_combat_over:59 - ---CHECK IF COMBAT IS OVER---
2025-05-17 17:46:10.575 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:10.794 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:15.432 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 4.86s
2025-05-17 17:46:15.433 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:15.559 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:19.599 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 4.17s
2025-05-17 17:46:19.601 | DEBUG    | __main__:_wait_for_agent_turn:98 - ---WAIT FOR AGENT TURN---
2025-05-17 17:46:20.235 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:20.365 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:24.213 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.98s
2025-05-17 17:46:24.214 | DEBUG    | nodes.vlm_node:__call__:24 - ---UPDATING COMBAT STATS---
2025-05-17 17:46:24.215 | DEBUG    | nodes.vlm_node:_estimate_number_of_enemies:99 - STAT_UPDATER: Counting enemies
2025-05-17 17:46:24.320 | INFO     | nodes.vlm_node:_estimate_number_of_enemies:137 - STAT UPDATER: Enemies number: 3
2025-05-17 17:46:24.321 | DEBUG    | nodes.vlm_node:_get_enemy_strength:146 - STAT_UPDATER: Getting enemies' strengths and weaknesses
2025-05-17 17:46:24.964 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:24.979 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:29.810 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 4.85s
2025-05-17 17:46:29.812 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:29.825 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:33.643 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.83s
2025-05-17 17:46:33.645 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:33.659 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:38.010 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 4.37s
2025-05-17 17:46:38.012 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:38.026 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:41.846 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.83s
2025-05-17 17:46:41.847 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:41.862 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:44.597 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.75s
2025-05-17 17:46:44.599 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:44.615 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:47.045 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.45s
2025-05-17 17:46:47.047 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:47.061 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:49.715 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.67s
2025-05-17 17:46:49.716 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:49.731 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:52.346 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.63s
2025-05-17 17:46:52.347 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:52.434 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:46:56.333 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.99s
2025-05-17 17:46:57.283 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:46:57.298 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:47:04.940 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 7.66s
2025-05-17 17:47:04.941 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:47:04.958 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:47:09.808 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 4.87s
2025-05-17 17:47:09.809 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:47:09.826 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:47:14.727 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 4.92s
2025-05-17 17:47:14.730 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:47:14.742 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:47:18.763 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 4.03s
2025-05-17 17:47:18.765 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:47:18.784 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:47:21.244 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.48s
2025-05-17 17:47:21.245 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:47:21.260 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:47:23.578 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.33s
2025-05-17 17:47:23.579 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:47:23.594 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:47:26.198 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.62s
2025-05-17 17:47:26.199 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:47:26.216 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:47:28.899 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.70s
2025-05-17 17:47:28.900 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:47:28.990 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:47:32.965 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 4.06s
2025-05-17 17:47:33.910 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:47:33.927 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
